id,nama,alamat,latitude,longitude,telepon
595,PR Abd. Hamid,"DUSUN TIMUR SUNGAI, Klampar, Proppo",-7.1322427,113.4612388,
596,PR Abd. Rohman,"Dusun Talambung Laok, Gadu Barat, Ganding",-7.037905299999999,113.6970852,
597,PR Abd. Rohman,"Jalan Rajawali II RT.06 / RW. o2, Karang Dalam, Sampang",-7.201128700000001,113.239515,
598,PT Abdi Grafika Makmur,"Jl. Raya Gedangan 214A, Pergudangan Gedangan Permai B/12, Gedangan, Gedangan",-7.394812000000001,112.7297527,0318011250
599,CV Abdi Tiga Tujuh,"RT 13 / RW 04, Sekarputih, Tegalampel",-7.898319000000001,113.8376522,
600,PR Abdul Basith Hasan,"Dusun Panggung, Pakamban  Daya, Pragaan",-7.1019489,113.6420383,082332559599
601,CV Adimas Jaya Sejahtera,"JL. MERAPI KAVLING 2038, Desa/Kelurahan Serua, Kec. Ciputat, Serua, Ciputat",-6.308851,106.7102813,
602,PT Aman Agrindo,"Jl. Raya Panimbang Kampung Tegal Papak Lor, Tegalpapak, Pagelaran",-6.4559398,105.8193856,
603,PT Gunungmas Multiusaha,"JL. RAYA PRANCIS NO. 2 PERGUDANGAN MUTIARA KOSAMBI BLOK C6 NO 23, Dadap, Kosambi",-6.0902393,106.699877,0216281303
604,PT 3a Precise Scale,"Jl.Veteran RT05/RW04, Kebon Kelapa, Pasar Kemis",-6.1676937,106.5338407,0215904080
605,CV 3s Indonesia,"Jalan Kebon Cau No. 10, Kosambi, Sukadiri",-6.089565599999999,106.6586506,
606,PERUM A Tjuan,"JL. Industri raya 2 blok E2, Pasir Jaya, Jatiuwung",-6.200539699999999,106.5695108,
607,PT Aam Prima Artha,"Jl Ayip Usman, Unyur, Serang",-6.1040603,106.1668393,08119009115
608,CV Abadan Abada,"Link Kepandean Gg Saudara No 21 RT/RW 05/06, Kagungan, Serang",-6.1102903,106.1442972,
609,PT Abadi Banua Cemerlang,"Komplek Sentra Bumi Niaga Surya Grand Cisoka, Blok A1, No.6, Jl. Raya Cisoka, Cibugel, Cisoka",-6.2553225,106.4235422,
610,PT Abadi Coating Solusi,"JL. RAYA PASAR KEMIS KP. KERONCONG RT002/RW004, KERONCONG, JATIUWUNG",-6.1873042,106.5843923,0215902518
611,PT Abadi Gemilang Industri,"Kp. Leduk No. 42 Rt. 004 Rw.001, Alam Jaya, Jatiuwung",-6.193479099999999,106.5827541,02155722461
612,PT Abadi Gunung Readymix,"Kampung Dukuh II  RT004/002, Dangdang, Cisauk",-6.3528027,106.6182912,
613,PT Abadi Makmur Perkasa,"Jalan Raya Rangkasbitung KM 11 No 8, Pasirbuyut, Jawilan",-6.2534914,106.3545849,0254480486
614,PT Abadi Sejahtera Mulia,"JL. raya serang km 16, Telagasari, Cikupa",-6.2252424,106.5109271,
615,PT ABB SAKTI INDUSTRI,"Jl. Gajah Tunggal Km.01, Pasir Jaya, Jatiuwung",-6.1916471,106.5611923,02125595555
616,PT Abc Fasteners,"Jalan Raya Kuta Bumi Triti Kawasan GKBI NOMOR 88, Karet, Sepatan",-6.1534154,106.582548,
617,PT Abdi Patra Sejati,"Taman Tekno BSD, Blok J3 No. 09, Setu, Setu",-6.3301973,106.6745878,
618,PT Abemas Multitech,"Pergudangan Surya Balaraja Blok H - 25, Jl. Raya Serang Km 28 Kp Pos Sentul, Sentul Jaya, Balaraja",-6.215386199999999,106.4393424,02129324722
619,PT Abhijati Sahar Dharma,"KP. Kadumangu Dandang RT.009, RW.003, Cisauk, Cisauk",-6.3479828,106.6139661,
620,PT Abimantrana Andum Prasami,"Kp. Cirarab, Desa/Kelurahan Cirarab, Kec. Legok, Kab. Tangerang, Provinsi, Cirarab, Legok",-6.3237177,106.5645506,02129313480
621,PT Abyor International,"Wisma BCA Wing A Lantai PH Zone 1, Jl. Kapten Soebianto Djojohadikusumo BSD City, Lengkong Gudang, Serpong",-6.2934665,106.6656752,02129004532
622,PT Acacia It Services Indonesia,"tidak punya pabrik, tidak punya pabrik, tidak punya pabrik",-6.301372799999999,106.7409626,
623,PR Acip,"KP CIGEBROK, Giriharja, Cipanas",-6.566443599999999,106.3721126,
624,PT Acitek Digital Indonesia,"Pergudangan Royal Kosambi Blok EE1-2, Jalan Raya Salembaran, Cengklong, Kosambi",-6.0764493,106.6904657,55931846
625,PT Acochem Indonesia,"Jl.Gatot Subroto KM.6, 2, Jatake, Jatiuwung",-6.200468799999999,106.5750498,02166600033
626,PT Acooler Cold Chain Equipment,"Pergudangan pantai indah dadap BLOK LB NO. 05, Kosambi Tim., Kec. Kosambi, 15213, Kosambi Timur, Kosambi",-6.077723499999999,106.707034,
627,PT Acosta Super Food,"Jalan Raya Serang Km. 12, Bitung Jaya, Cikupa",-6.2238164,106.5456484,0215963389
628,PT ACOSTA SUPER FOOD,"JL. RAYA SERANG KM. 12 RT. 005/002 DESA BITUNG JAYA, BITUNG JAYA, CIKUPA",-6.2238164,106.5456484,0215961093
629,PT ACRYL TEXTILE MILLS,"JL. M. TOHA KM. 1, PASAR BARU, KARAWACI",-6.170667799999999,106.6182689,0215524975
630,PT Adana Mega Panel,"Perumahan Legok Permai Blok J1 A9, Jalan Raya Legok Karawaci, Legok, Legok",-6.288026299999999,106.593582,
631,PT Adasakti Daya Asoka,"Taman Tekno BSD Sektor XI E 3/36, Setu, Setu",-6.3301973,106.6745878,02175880000
632,CV Adda Primatek Indonesia,"Kp. Garudug No. 142 RT 08 RW 02, Ranca Iyuh, Panongan",-6.305401199999999,106.5194529,
633,PR Ade Chandra,"KP. CIAYUNAN RT/RW.002/001, Sukamulya, Cibeber",-6.814155899999999,106.2997403,
634,PT Adelphi Transasia Indonesia,"JL. Bhumimas VIII No 2 Desa. telaga kec. Cikupa kab. Tangerang, Telaga, Cikupa",-6.2144745,106.5133829,02129002300
635,PT Adhi Chandra Jaya,"Jl. Prabu Kiansantang No.88 RT.001/RW.004, Sangiang Jaya, Periuk",-6.1766521,106.5946862,0215538547
636,PT Adhi Cipta Indah,"Jl. Kasir 1 no 88, Komplek Gajah Tunggal, Pasir Jaya, Jatiuwung",-6.192183,106.5614843,0215900630
637,PT Adhi Jaya Metalindo,"Jl.Raya Mauk Km.7 Kompleks Industri Mekar Jaya, Karet Jaya II No.8 Kp.Cadas RT.005/RW.002, Karet, Sepatan",-6.1480685,106.5875814,0215937007
638,PT Adhi Wiratama Rekayasa Jaya,"KOMPLEK PERTAMINA, JL. RAYA SERANG KM 10.5 KP. KADU RT.003 RW.001, Bunder, Cikupa",-6.2238164,106.5456484,6333538
639,PT Adhimas Mitra Perkasa,"KP BABAKAN RT 01 RW 01 KEL MEKAR JAYA KEC.PANONGAN KAB TANGERANG, MEKAR JAYA, PANONGAN",-6.2526738,106.5844234,
640,PT ADHITYA MANDIRIPRATAMA,"Pergudangan PKT 3 Blok A No.18 Kp. Cilongok RT. 002/002 Jl. Raya Pasar Kemis KM. 6, Sukamantri, Pasar Kemis",-6.171988199999999,106.5487455,
641,PT Warisan Eurindo,"Jl. Raya Padang Luwih No. 198, Br. Tegal Jaya RT/RW 000/000, Dalung, Kuta Utara",-8.6344122,115.1756781,0361421752
642,PR A A Gd Oka Yasa,"DUSUN PENINJOAN DESA PAKSEBALI, Desa/Kelurahan Paksebali, Kec. Dawan, Kab. Klungkung, Provinsi, Paksebali, Dawan",-8.5372617,115.4133283,
643,PR A. A. Istri Dwi Candra Ningrum,"LING/BR.BRAHMANA BUKIT, Cempaga, Bangli",-8.4419445,115.3554271,
644,PR Abdul Gofur,"Banjar Klatakan, Melaya, Melaya",-8.235528,114.4626511,
645,PT Adi Jaya Beton,"Jalan By Pass Ngurah Rai No 229X Sanur Denpasar Selatan (Seberang Lotte Mart), Sanur Kauh, Denpasar Selatan",-8.6948394,115.2588442,
646,PT Aditya Sinar Pratama,"Jalan Baypass Ida bagus Mantra, Banjar Lodpeken, Keramas, Blahbatuh",-8.7171838,115.2179426,0361248967
647,PT Aditya Sinar Pratama,"Banjar Delod Rurung, Dusun dinas Antasari, Antasari, Selemadeg barat",-8.4947929,114.9649874,0361248967
648,PT Adrift Bali Indonesia,"JALAN GUNUNG SALAK NO.40, PADANG SAMBIAN, DENPASAR BARAT",-8.6629421,115.1756827,03619067597
649,PR Agro Abian Salak,"Br. Dinas Telaga, Sibetan, Bebandem",-8.4583818,115.4980301,
650,CV Agro Konjac Bali,"Jalan Samudra Loka, Desa Lokapaksa, Lokapaksa, Seririt",-8.1877838,114.9472735,
651,PR Agung Ayu Ketut Tariawati,"Banjar Serong, Gumbrih, Pekutatan",-8.424932199999999,114.8864193,
652,PR Agung Koko Wichaksana Sapanca,"Jln.Werkudara No.18, Delod Peken, Tabanan",-8.5427622,115.1280567,
653,PT Agung Semesta Nusantara,"Br. Pengeregan Kelod, Lumbung, Selemadeg Barat",-8.505196999999999,115.0239626,
654,PR Agus Irawan,"Lingkungan Ketapang, Lelateng, Negara",-8.3631304,114.6178146,
655,CV Agus Subarjo,"Jalan Hasannudin Gang Attaufiq Singaraja, Kampung Kajanan, Buleleng",-8.1039827,115.0908982,
656,PR Ahmad Mutawiin,"Jalan Raya Denpasar-Gilimanuk, Candikusuma, Melaya",-8.2993814,114.5146366,082340224607
657,PT Air Gangga Dewata Alami,"Jl. Permata Pering, Pering, Blahbatuh",-8.592569,115.3186278,03614402956
658,PT Airkyndo Bali,"PADANG SAMBIAN KM. 5, Padang Sambian Kaja, Denpasar Barat",-8.634391100000002,115.1859517,
659,PT Aiti Solusi Kreatif,"Jl. Sunset Road No. 99, Lingkungan Legian Kaja, Legian, Kuta",-8.6979302,115.1776914,
660,PR Akaethnic,"Br. Batursari Mengwitani Kec. Mengwi, Mengwitani, Mengwi",-8.568391,115.1678682,
661,PR Akar Mas Natura,"Perum Graha Kencana no. 6B, Jl. Imam Bonjol, Pemecutan  Kelod, Denpasar Barat",-8.6921473,115.1866089,
662,PT AKAR SUKSES PRATAMA,"Jl. Kumba Karna No. 20, Baktiseraga, Buleleng",-8.1273489,115.0721862,03623306791
663,PT AKAR WANGI,"JL. SAHADEWA NO 3A BANJAR KALAH, PELIATAN, UBUD",-8.5237954,115.2673946,
664,PT Akasha Shatya Wibawa,"Suwung Batan Kendal, Kec. Denpasar Selatan, Provinsi, Sesetan, Denpasar Selatan",-8.7105815,115.2242349,
665,CV Akemi Bali Craft,"dusun beneng desa getakan, Getakan, Banjarangkan",-8.5274228,115.3774388,03665596200
666,PT Akira Klan Bali,"Jl. Gunung Athena Perumahan  Griya Residence No. 44, Padangsambian, Denpasar Barat",-8.6825286,115.1792368,
667,PT Akr Corporindo,"Jalan Ikan Tuna I Pelabuhan Benoa, Pedungan, Denpasar Selatan",-8.745291,115.20763,0215311110
668,PR Alas Kasih Cookies,"JLN NGURAH RAI NO 139, Dauhwaru, Jembrana",-8.360878,114.6340822,
669,PT Alex Villas Concrete,"Jalan Kebo Iwa, Banjar Dukuh Moncos, Desa/Kelurahan Sobangan, Kec. Mengwi, Kab. Badung, Provinsi, Sobangan, Mengwi",-8.5061805,115.1876363,
670,CV Alm Dairy,"Jl. Bukit Bintang No.18A Perum Puri Gading, Ungasan, Kuta Selatan",-8.8057735,115.1528172,03614467046
671,PT Amanaid,"Jl. Kusuma Bangsa No.3, Pemecutan Kaja, Kec. Denpasar Utara, 80118, Pemecutan Kaja, Denpasar Utara",-8.6413427,115.202886,0361430902
672,PR Ana Rosalina,"BANJAR KELAPA BALIAN, Desa/Kelurahan Pengambengan, Kec. Negara, Kab. Jembrana, Provinsi, Tegal Badeng Barat, Negara",-8.3864367,114.580447,
673,PR Anak Agung Anom Sasih,"Banjar Puri Dusun Pegatepan, Gelgel, Klungkung",-8.5539345,115.4072413,087751999146
674,PR Anak Agung Ayu Mahesarani Karang,"BR. DINAS ABANG KELOD, Abang, Abang",-8.3447584,115.6740001,
675,PR Anak Agung Gde Mayun Purnamerta,"DUSUN PENINJOAN DESA PAKSEBALI, Desa/Kelurahan Paksebali, Kec. Dawan, Kab. Klungkung, Provinsi, Paksebali, Dawan",-8.5372617,115.4133283,
676,PR Anak Agung Gede Darma Yuda,"Jl. Sawo No. 4, Bitera, Gianyar",-8.527430299999999,115.3199337,
677,PR Anak Agung Gede Dwiantara,"Link/Br. Puri Dencarik Bangli, Kawan, Bangli",-8.4525049,115.3590658,
678,PR Anak Agung Istri Agung Kemala Dewi,"Jalan Pandu, Gang Gatotkaca (Rumah ke 2), Banjar Agung, Dusun Bingin, Kusamba, Dawan",-8.5606628,115.4492178,
679,PR Anak Agung Ngurah Dwi Darma Eka Putra,"Jalan Gunung Catur No 9X, Padang Sambian Kaja, Denpasar Barat",-8.6324724,115.190651,
680,PR Andi Mardisantoso,"JL.G.SEMERU GG:III/15, Loloan Timur, Jembrana",-8.3635166,114.6267722,
681,PUD Agro Selaparang,"Jalan Koperasi No. 1, Aikmel Barat, Aikmel",-8.5794901,116.5159081,82834
682,CV Idka Jaya,"Jalan Garuda Gg. Karya II Nomor 09, Lempeh, Sumbawa",-8.4795825,117.4080996,
683,BUL Persekutuan dan Perkumpulan SUMBER TANI,"Dusun Woko Rahmat, Woko, Pajo",-8.6767908,118.5039132,
684,PR Abd. Hamid Syarif,"Dusun Gitak Demung RT 003 Desa Genggelang Kecamatan Gangga, Genggelang, Gangga",-8.342246,116.2377002,
685,PR Abdul Gafur,"Jalan Soekarno Hatta RT 06 RW 03 Sebelah Timur Pemuda Pancasila, Rabangodu Utara, Raba",-8.4670507,118.7584698,
686,PR Abdul Hadi,"Dusun Longserang Barat Selatan Rt 03, Langko, Lingsar",-8.55171,116.1691867,
687,PR Abdul Mahrun,"""Jamur Tiram Gemini"" RT. 08 RW. 03, Pane, Rasanae Barat",-8.4545242,118.7336482,
688,PR Abdul Rahim,"Gb. Baru Mt.kandik Desa Terara Kec. terara Kab.Lotim, Terara, Terara",-8.6513221,116.4223398,
689,PR Abdul Rauf,"Jalan raya santong RT 2 RW 002, Dangiang, Kayangan",-8.2923579,116.274599,
690,PR Abdullah,"Dusun Sumbawa, Bontokape, Bolo",-8.510004799999999,118.6468977,
691,PR Abdurahman,"Dusun pelita Rt, 03 Rw, 08, Mbawi, Dompu",-8.5989732,118.4279933,
692,PR Abdurrahim,"DUSUN SUKA MAJU RT.002 RW.001 DESA KAMPASI MECI KECAMATAN AMNGGELEWA KELURAHAN Kampasi Meci KECAMATAN Manggalewa KOTA Kab. Dompu, Kampasi Meci, Manggalewa",-8.445144299999999,118.3044682,
693,PR Abiya Rizky Sasaka,"Bangket Tengak, Desa Masbagik Utara, Masbagik Utara, Masbagik",-8.616563500000002,116.4704101,
694,PR Ade Erma Lestari,"DUSUN GANINGGARA, Jorok, Unter Iwes",-8.5308622,117.4292083,
695,PR Ade Jakatopan,"JL CENDRAWASIH, Brang Biji, Sumbawa",-8.4823065,117.4140729,
696,PR Adi Muhtar,"Jln RRI no 99X dan Adeng RT 01, Jagaraga, Kuripan",-8.6607287,116.1523438,
697,PR Adi Ningrat,"Lingkungan Balibunga, Kandai II, Woja",-8.5414814,118.4350761,
698,PR Adiahsari Lidyasuwanti,"JLN SEGARA INDAH I NO. 5 KEKALIK BARU MATARAM, Kekalik Jaya, Sekarbela",-8.593259999999999,116.0941788,
699,PR Adisa,"DUSUN KAL, Pai, Wera",-8.427148299999999,118.9761519,
700,PT Aditya Sinar Pratama,"Jl. Lintas Sumbawa - Tano KM 25 Dusun Bermang, Desa Luk, Rhee",-8.4377529,117.2907106,0361243763
701,PR Afnah,"Dusun Lawage, Naru Barat, Sape",-8.5752314,118.9805178,
702,PR Agung Ermawati,"Dusun Pajo Permai, Lepadi, Pajo",-8.5691672,118.4922355,
703,PR Agung Panji Utomo,"Teratak, Batukliang Utara, Lombok Tengah, Teratak, Batukliang Utara",-8.578040399999999,116.3278958,
704,PR Agus Erik Hermawan,"Lingkungan Radio Permain Rt.14, Rw.05, Jatiwangi, Asakota",-8.421693,118.7372922,
705,PR Agus Faesal Tanjung,"DUSUN RANGSOT BARAT, Sigar Penjalin, Tanjung",-8.4023927,116.1243735,
706,PR Agustinah,"RABADOMPU TIMUR, Rabadompu Timur, Raba",-8.4845729,118.7649835,
707,PR Agustinah,"Dusun Samakai, Jala, Hu'u",-8.7318929,118.4338345,
708,PR Agustini,"JL. SWASEMBADAARSI BLOK F NO 10 KEKALIK GERISAK, Kekalik Jaya, Sekarbela",-8.594764,116.089225,
709,PR Ahmad,"Jalan Gatot Subroto No. 43 Kelurahan Mande, Mande, Mpunda",-8.472533,118.7408926,
710,PR Ahmad Hayadi,"Jl.H amrullah no.01desa sembung kec.narmada lombok barat, Sembung, Narmada",-8.634443,116.249158,
711,PR Ahmad Husni Tamrin,"JLN. RAYA PRAWIRA, SOKONG TANJUNG, Sokong, Tanjung",-8.365966499999999,116.141544,
712,PR Ahmad Sururi,"Dusun Samili, Matua, Woja",-8.496789699999999,118.4104684,082144251175
713,PR Ahmad Suwirya,"Dusun Gondang Timur, Gondang, Gangga",-8.3343542,116.2009284,087866761973
714,PR Ahmadi,"jln. Hos Cokroaminoto Kamasan Monjok Mataram Desa/Kelurahan Monjok, Kec Selaparang, Provinsi ., Monjok, Selaprang",-8.5757134,116.110347,
715,PR Ahmadin,"Lewiloa RT. 008/RW. 003, Rabadompu Timur, Raba",-8.4845729,118.7649835,
716,PR Aida Fahira Shara,"Jalan Kebayan, Brang Biji, Sumbawa",-8.4873958,117.4223643,
717,PR Aisah Sukmawati,"Cenggu, Cenggu, Belo",-8.592976499999999,118.716885,
718,PR Aisyah,"Teke, Teke, Palibelo",-8.529813899999999,118.7372922,
719,PR Ajeng Suryani,"Lingk. Muhajirin, Bugis, Taliwang",-8.7445065,116.8336059,081252124439
720,PR Akmaludin,"DUSUN SORIKALATE RT.002 RW.002, Kadindi Barat, Pekat",-8.183055,117.7432015,087757035329
721,PR PETRUS WANGGE,"KOTABARU, Desa/Kelurahan Kotabaru, Kec. Kota Baru, Kab. Ende, Kotabaru, Kota Baru",-8.489263,121.9814354,
722,PR Abdonia Oktoviana Tefa,"Putun RT/RW. 015/008, Cendana, Kota Soe",-9.8691816,124.6662951,
723,PR Achmad Mado,"JL. DEWI SARTIKA, Desa/Kelurahan Potulando, Kec. Ende Tengah, Kab. Ende, Provinsi, Potulando, Ende Tengah",-8.8439768,121.6519243,
724,PR Ade Irma,"Jl Dalu Bintang Gang Bintang 01, RT/RW 05/010, Gorontalo, Komodo",-8.4925531,119.8773157,
725,PR Ade Umbu Yanggu Mbolu Opung,"Letena Kadeingu, RT/RW : 010/004, Wee Karou, Loli",-9.642617099999999,119.3656846,
726,PR Adelina Y. P. Benu,"MANUSAK, Manusak, Kupang Timur",-10.1018123,123.8801952,
727,PT Perorangan Adeniss Samudera Sikka,"Nangahure Bukit BloK B, Wuring, Alok Barat",-8.5618946,122.1588573,
728,PR Adini Rahmwati,"kadelang barat, Kalabahi Timur, Teluk Mutiara",-8.2213737,124.5392822,
729,PR Adriana Naitboho,"Telukh, Teluk, Amanuban  Timur",-9.7276806,124.6358702,
730,PR Adrianus Carli Nantu,"Jln. Pius Papu, Gang Sakura, Wae Mata, RT 011/RW 005, Gorontalo, Komodo",-8.4925531,119.8773157,
731,PR Adrianus Arshi Ompor,"Golo Lada, Rana Loba, Borong",-8.7522463,120.6142365,
732,PR Adrianus Dedje,"Ngalisabu, Bajawa, Bajawa",-8.7968543,120.972167,
733,PR AFRIANUS JEBAUT,"PLN Pasar Baru, Gorontalo, Komodo",-8.4925531,119.8773157,
734,PR Afrianus Longa,"WATUROKA, DESA EKOROKA, Desa/Kelurahan Ekoroka, Kec. Golewa, Kab. Ngada, Provinsi, Ekoroka, Golewa",-8.811378099999999,121.080274,
735,PR Agatha Tupon,"Jl. K. S. Tubun, Kota Baru, Alok Timur",-8.631159799999999,122.218588,
736,PR Agnes Vanti Yuvani,"Kelurahan Larantuka, Larantuka, Larantuka",-8.341721099999999,122.9761593,
737,PR Agustina Dullah,"Jalan Jenderal Sudirman No 24, Lawir, Langke Rembong",-8.611720799999999,120.4608104,
738,PR Agustina Leonarda Katharina Hamboer,"Jln. Katedral No. 11, Bangka Nekang, Langke Rembong",-8.615223199999999,120.468035,
739,PR Agustina Ratu,"Jln Dharmaloka / Gang Atambua No 2B, Pasir Panjang, Kota Lama",-10.1550515,123.6004992,
740,PR Agustinus Bana,"Nunpene RT/RW.009/003, Oesena, Miomafo Timur",-9.4169576,124.4686315,
741,PR Agustinus Lilo Hima,"RT/RW : 018/005  Maubeli, Maubeli, Kota Kefamenanu",-9.4889481,124.4808143,
742,PR Agustinus Saunoah,"Pua, Nansean Timur, Insana",-9.5341509,124.6690605,
743,PR Ahmad Dahlan,"Wae Mata, Gorontalo, Komodo",-8.4925531,119.8773157,
744,PR Ahmad Faisal,"Desa Taen Terong Satu, Taen Terong Satu, Riung",-8.5026292,121.0277763,
745,PR Ahmad Kasmuni,"Neonbat  RT/RW : 009/003, Maubeli, Kota Kefamenanu",-9.483632300000002,124.4848378,
746,PT Perorangan Aisyah Djawas,"Jalan Kosasih no.15 Bonipoi Kec.Kota Lama, Bonipoi, Kota Lama",-10.1601522,123.5813803,
747,PR Aleta Bulan,"Nasedale 010/003 Kel. Mokdale, Mokdale, Lobalain",-10.7499151,123.0519325,
748,PR Aliksanderina Selan,"Nunkolo, RT/RW. 001/001, Nunkolo, Nunkolo",-9.8790445,124.7243495,000000000000
749,PR Aliyah Ramadhani,"LINGKUNGAN II, Labuan Bajo, Komodo",-8.453848400000002,119.8728421,
750,PR Amatus Wilfridus Tome,"Jln. Nairoa, RT/RW : 010/006, Watuliwung, Kangae",-8.6478975,122.256881,
751,PR Aminah Laa,"Wae Mata, Gorontalo, Komodo",-8.4925531,119.8773157,
752,PR Ana Oemanas,"Suspini RT/RW : 004/002, Subun Tualele, Insana Barat",-9.475876099999999,124.5346135,
753,PR Ana Paula Maria Marici Sutu,"DUSUN KREY, Umanen Lawalu, Malaka Tengah",-9.5842701,124.9148236,
754,PR Anastasia Jiman,"Narang, RT 004 RW 002, Cambir Leca, Satar Mese Barat",-8.7970098,120.3751705,
755,PR Anastasia Nia,"Jl. Sultan Hasanudin RT 011/ RW 003 Km. 09 Kel. Rewarangga Kec. Ende Timur - Ende, Rewarangga, Ende Timur",-8.789589699999999,121.6653834,
756,PR Anastasia Virginia Maru,"Wolojita, RT 002/ RW 001 Kel. Wolojita Kec. Wolojita Kab. Ende, Wolojita, Wolojita",-8.822804099999999,121.8505679,
757,PR Andreas Lado,"dusun gisi liba, Ratogesa, Golewa",-8.838329,121.041801,
758,PR Angela Marice Magi,"ANGATOA SELATAN TIMUR - SELANDORO - NUBATUKAN, Desa/Kelurahan Selandoro, Kec. Nubatukan, Kab. Lembata, Provinsi, Selandoro, Nubatukan",-8.374088700000001,123.4467616,
759,PR Angelinus Nong Alberto,"JL. Roka Tenda, No.3 RT.001/RW.008, Kota Uneng, Alok",-8.6192014,122.2058206,
760,CV Angels Spirit,"Jl. Dua Toru RT/RW: 003/03 Gang II, Beru, Alok Timur",-8.6282874,122.2312893,
761,CV Airaqua,"Jl. Pendidikan, Paal, Nanga Pinoh",-0.3371171,111.7459757,
762,PR Abang Hendrika,"Jl. Bahta Dusun Bahta, Bahta, Bonti",0.3331558,110.64073,
763,PR Abdul Gani,"Jl.Alianyang Samping Gg.Kurnia No.7 Pontianak, Desa/Kelurahan Sungai Bangkong, Kec.Pontianak Kota, Provinsi, Sungaibangkong, Pontianak Kota",-0.0303176,109.3174936,
764,PR Abdul Karim,"Jl. Tanah Merah, Sutera, Sukadana",-1.2481455,109.9524446,
765,PR Ace Paula,"Dusun Tanah Tinggi, Tanjung Niaga, Nanga Pinoh",-0.3345191,111.7368725,
766,PR Adah Sohadah,"gg arjuna dusun raiy, Raja, Ngabang",0.3987111,109.949099,
767,PR Ade Adrian Harie Saputra,"Jalan Juang KM. 01, Paal, Nanga Pinoh",-0.3437945,111.7508973,
768,PR Ade Irmawati,"Jl. Ulil Albab, Kenual, Nanga Pinoh",-0.3503609,111.7405988,
769,PT Aditya Agroindo,"Dusun Sekucing, Sekucing Labai, Simpang Hulu",-0.5554231,110.2474787,0561725188
770,PR Adminah,"Jl. Merdeka Timur, Bokak Sebumbun, Sekadau Hilir",0.0069417,110.9088102,
771,PR Afifi Nurizqi,"Dusun Sampak UPT XVIII, Nanga Kalis, Kalis",0.7023604999999999,112.9107898,
772,PR Agatha Nanika,"Jalan lintas putusibau, Kebong, Kelam Permai",0.07810489999999999,111.6302998,
773,PR Agnes Lidwina Rini,"dusun air bening, Sungai Bening, Sajingan Besar",1.7463251,109.5796745,
774,CV Agri Dyarma Kaliandra,"Jl. Pemda, Komp.Ruko Sultan Mansion R-2 (Simpang Jl. Amanah), Paritmayor, Pontianak  Timur",-0.0494096,109.3763695,
775,PT Agrina Sawit Perdana,"Dusun Penyeladi Hulu, Penyeladi, Kapuas",0.0795707,110.6711733,
776,PT Agrisentra Lestari,"Dusun Lape, Lape, Sanggau Kapuas, Sanggau, Kalbar, Lape, Sanggau",0.119275,110.597298,
777,PT Agro Abadi Cemerlang,"Desa Enggadai, Enggadai, Meliau",-0.3252798,110.1998238,02129887600
778,PT AGRO PALINDO SAKTI,"DESA MANDONG, Mandong, Tayan Hulu",0.3252798,110.1998238,0561747363
779,PT Agro Sukses Lestari,"DUSUN KUALA JAYA DESA NANGA LEBANG, NANGA LEBANG, KELAM PERMAI",0.220583,111.654099,02129022323
780,PT Agro Sukses Lestari,"Dusun Kuala Jaya, Desa Nanga Lebang, Kelam Permai",0.2173444,111.6541483,05610816284693
781,PT AGROLESTARI MANDIRI,"Desa Nanga Tayap, Sungai Kelik, Nanga Tayap",-1.589693,110.3547123,50338899
782,PT Agronusa Investama,"DESA SEBATIH, Sebatih, Sengah Temila",0.2288757,109.7829791,
783,PT AGRONUSA INVESTAMA,"Dusun Senabah, Sendoyan, Sejangkung",1.380569,109.5129603,02129380777284
784,PT Agronusa Investama,"Desa Semanga, Semangga, Sejangkung",1.4880589,109.5449078,
785,PR Agus Faisal,"jl.Raya Ngabang-Pontianak km.3, Amboyo Inti, Ngabang",-0.0263303,109.3425039,
786,PR Agus Ramlan,"JL.Purnama 2 Gg.Nurul Hasanah No.28, Kelurahan Kotabaru, Kec.Pontianak Selatan, Kotabaru, Pontianak  Selatan",-0.0600951,109.3198028,
787,PR Agus Rita,"Jl. Sulenko No.05 Rt.025/Rw.014 Kelurahan Bumi Emas Kec. Bengkayang, Bumi Emas, Bengkayang",0.8224192,109.467557,
788,PR Agussalim.h.s,"Dusun Sanjaya, Nanga Tepuai, Hulu Gurung",0.3685781,112.3039728,
789,PR Agustina,"jalan Bakran Usman	RT/RW.002/001, Bumi Emas, Bengkayang",0.8188885,109.4754718,
790,PR Agustina Rita Rosita Rengen,"Jalan Guna Baru, Sabalo, Bengkayang",0.8807955,109.4854061,
791,PR Agustinus,"dusun terap, Tanjung Balai, Kuala Behe",0.5921415000000001,109.9377769,
792,PR Agustriadi,"desa serimbu, Serimbu, Air Besar",0.7640899999999999,110.1017,
793,PR Ahmad Erliansyah,"Dusun Wahyu Rejo RT.006/RW.003, Tunggal Bhakti, Kembayan",0.6260724,110.366628,
794,PR Ainurrahman,"Jalan Juang KM. 02, Paal, Nanga Pinoh",-0.3418991,111.7453894,
795,PR Ajai,"Dusun semuhut, Amboyo Utara, Ngabang",0.3876463,109.8118895,
796,PR Ajai Muhidin,"Dusun Akung Jaya, Suka Maju, Mentebah",0.5106782,112.8463007,
797,PR Ajidin,"dusun ubah, Pahauman, Sengah Temila",0.3035522,109.6728561,
798,PT Akar Pondasi Rizky,"Jl. Lintas Malindo, Pandan Sembuat, Tayan Hulu",0.3761948,110.3540832,
